idproducto_onu;nombreproducto_onu;id_nivel3;nombre_nivel3;nombre_nivel2;nombre_nivel1
78101503;Transporte aéreo blindado;78101500;Transporte aéreo de carga;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101601;Servicios de transporte por furgones, vagones;78101600;Transporte de carga por ferrocarril;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101602;Servicios de transporte ferroviario de carga a granel;78101600;Transporte de carga por ferrocarril;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101603;Transporte por ferrocarril de ganado;78101600;Transporte de carga por ferrocarril;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101604;Servicios de transporte de vehículos;78101600;Transporte de carga por ferrocarril;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101701;Servicios de transporte nacional por buques;78101700;Transporte marítimo de carga;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101702;Servicios de transporte internacional por buques;78101700;Transporte marítimo de carga;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101703;Servicios de transporte nacional por barcazas;78101700;Transporte marítimo de carga;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101704;Servicios de transporte internacional por barcazas;78101700;Transporte marítimo de carga;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101705;Transporte de marítimo blindado;78101700;Transporte marítimo de carga;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101801;Servicios de transporte local en camión;78101800;Transporte de carga por carretera;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101802;Servicios de transporte regional o nacional en camión;78101800;Transporte de carga por carretera;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101803;Servicios de transporte de vehículos;78101800;Transporte de carga por carretera;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101804;Servicios de recolocación;78101800;Transporte de carga por carretera;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101901;Transporte aéreo-marítimo;78101900;Transporte de carga intermodal;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101902;Transporte marítimo-ferroviario;78101900;Transporte de carga intermodal;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101903;Transporte carretera-marítimo;78101900;Transporte de carga intermodal;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101904;Transporte aéreo-carretera;78101900;Transporte de carga intermodal;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78101905;Transporte por vagones de ferrocarril;78101900;Transporte de carga intermodal;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78102001;Servicios de lanzamiento de satélites;78102000;Transporte de carga por aeronave;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78102002;Servicios de carga útil experimental;78102000;Transporte de carga por aeronave;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78102101;Transporte de productos petrolíferos;78102100;Servicios de trasporte por tuberías;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78102102;Transporte de agua;78102100;Servicios de trasporte por tuberías;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78102201;Servicios de entrega postal nacional;78102200;Servicios postales de pequeños paquetes y mensajería;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78102202;Franqueos;78102200;Servicios postales de pequeños paquetes y mensajería;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78102203;Servicios de entrega o recolección de correo;78102200;Servicios postales de pequeños paquetes y mensajería;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78102204;Servicio de courier internacional;78102200;Servicios postales de pequeños paquetes y mensajería;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78102205;Servicio de mensajería;78102200;Servicios postales de pequeños paquetes y mensajería;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78102206;Servicios de mensajería en bicicleta o motocicleta;78102200;Servicios postales de pequeños paquetes y mensajería;Transporte de correo y carga;Servicios de transporte, almacenaje y correo
78111501;Servicios de helicóptero;78111500;Transporte aéreo de pasajeros;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111502;Viajes en aviones comerciales, pasajes aéreos;78111500;Transporte aéreo de pasajeros;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111503;Viajes o arriendos en vuelos chárteres;78111500;Transporte aéreo de pasajeros;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111601;Servicios de transporte de vehículos ligeros;78111600;Transporte de pasajeros por ferrocarril;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111602;Transporte por metro o subterráneo;78111600;Transporte de pasajeros por ferrocarril;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111603;Servicios ferroviarios continentales o intercontinentales;78111600;Transporte de pasajeros por ferrocarril;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111701;Arriendo de vehículos de agua;78111700;Transporte marítimo de pasajeros;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111702;Cruceros nocturnos;78111700;Transporte marítimo de pasajeros;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111703;Excursiones turísticas en barco;78111700;Transporte marítimo de pasajeros;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111802;Servicios de autobuses regulares, recorridos fijos o servicios programados;78111800;Transporte de pasajeros por carretera;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111803;Servicios de autobuses contratados;78111800;Transporte de pasajeros por carretera;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111804;Servicios de taxi;78111800;Transporte de pasajeros por carretera;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111807;Tarifas de estacionamiento;78111800;Transporte de pasajeros por carretera;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111808;Arriendo de vehículos;78111800;Transporte de pasajeros por carretera;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111809;Leasing de vehículos;78111800;Transporte de pasajeros por carretera;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78111901;Misiones experimentales o educativas;78111900;Transporte espacial;Transporte de pasajeros;Servicios de transporte, almacenaje y correo
78121501;Transporte en contenedores;78121500;Envasado y embalaje;Manejo, manipulación y embalaje de material;Servicios de transporte, almacenaje y correo
78121502;Servicios de embalar en cajas;78121500;Envasado y embalaje;Manejo, manipulación y embalaje de material;Servicios de transporte, almacenaje y correo
78121601;Servicios de flete;78121600;Servicios de manipulación de materiales;Manejo, manipulación y embalaje de material;Servicios de transporte, almacenaje y correo
78121602;Servicios de pesaje;78121600;Servicios de manipulación de materiales;Manejo, manipulación y embalaje de material;Servicios de transporte, almacenaje y correo
78131501;Servicios de silos o depósito de grano;78131500;Almacenaje de productos agrícolas;Almacenaje;Servicios de transporte, almacenaje y correo
78131502;Servicios de elevador de granos;78131500;Almacenaje de productos agrícolas;Almacenaje;Servicios de transporte, almacenaje y correo
78131601;Almacenaje de mercancías embandejadas;78131600;Almacenaje de mercancía en general;Almacenaje;Servicios de transporte, almacenaje y correo
78131602;Almacenaje de documentos en carpetas;78131600;Almacenaje de mercancía en general;Almacenaje;Servicios de transporte, almacenaje y correo
78131603;Bodegaje de muebles o mobiliario;78131600;Almacenaje de mercancía en general;Almacenaje;Servicios de transporte, almacenaje y correo
78131701;Servicios de almacenaje subterráneo;78131700;Almacenaje a granel;Almacenaje;Servicios de transporte, almacenaje y correo
78131801;Almacenaje refrigerado;78131800;Depósito y almacenaje especializado;Almacenaje;Servicios de transporte, almacenaje y correo
78131802;Servicios de almacenaje bajo control aduanero;78131800;Depósito y almacenaje especializado;Almacenaje;Servicios de transporte, almacenaje y correo
78131803;Almacenaje de materias peligrosas;78131800;Depósito y almacenaje especializado;Almacenaje;Servicios de transporte, almacenaje y correo
78131804;Servicios de almacenaje de documentos;78131800;Depósito y almacenaje especializado;Almacenaje;Servicios de transporte, almacenaje y correo
78131805;Almacenamiento de cajeros automáticos;78131800;Depósito y almacenaje especializado;Almacenaje;Servicios de transporte, almacenaje y correo
78141501;Servicios de expedición de carga;78141500;Distribución de transportes y carga;Operaciones de transporte;Servicios de transporte, almacenaje y correo
78141502;Servicios de agencia aduanera;78141500;Distribución de transportes y carga;Operaciones de transporte;Servicios de transporte, almacenaje y correo
78141503;Servicios de comparación de tarifas de la industria del transporte o auditoria de carga;78141500;Distribución de transportes y carga;Operaciones de transporte;Servicios de transporte, almacenaje y correo
78141601;Servicios de inspección de paquetes;78141600;Inspección;Operaciones de transporte;Servicios de transporte, almacenaje y correo
78141602;Servicios de vigilancia de carga;78141600;Inspección;Operaciones de transporte;Servicios de transporte, almacenaje y correo
78141603;Inspecciones de control de plagas;78141600;Inspección;Operaciones de transporte;Servicios de transporte, almacenaje y correo
78141701;Servicios de remolcador;78141700;Servicios de navegación;Operaciones de transporte;Servicios de transporte, almacenaje y correo
78141702;Operaciones de puentes levadizos;78141700;Servicios de navegación;Operaciones de transporte;Servicios de transporte, almacenaje y correo
78141703;Servicios marinos de comunicaciones o de navegación;78141700;Servicios de navegación;Operaciones de transporte;Servicios de transporte, almacenaje y correo
78141801;Servicios de estiba;78141800;Servicios de terminales o estaciones de carga;Operaciones de transporte;Servicios de transporte, almacenaje y correo
78141802;Servicios de atracar buques en el muelle;78141800;Servicios de terminales o estaciones de carga;Operaciones de transporte;Servicios de transporte, almacenaje y correo
78141803;Servicios de almacenaje de contenedores;78141800;Servicios de terminales o estaciones de carga;Operaciones de transporte;Servicios de transporte, almacenaje y correo
78180101;Reparación y pintura carrocerías;78180100;Mantención o reparación de vehículos;Servicios de mantención o reparaciones de transportes;Servicios de transporte, almacenaje y correo
78180102;Reparación de Transmisión;78180100;Mantención o reparación de vehículos;Servicios de mantención o reparaciones de transportes;Servicios de transporte, almacenaje y correo
78180103;Servicios de cambio de fluidos de aceite o de la transmisión;78180100;Mantención o reparación de vehículos;Servicios de mantención o reparaciones de transportes;Servicios de transporte, almacenaje y correo
78180104;Reparación de tren delantero o trasero;78180100;Mantención o reparación de vehículos;Servicios de mantención o reparaciones de transportes;Servicios de transporte, almacenaje y correo
78180201;Servicios de reparación o manutención del panel de instrumentos;78180200;Servicios de panel, chapa y pintura;Servicios de mantención o reparaciones de transportes;Servicios de transporte, almacenaje y correo
78180301;Bencineras o bombas de bencina;78180300;Combustible para vehículos de transporte, estacionamiento y otros servicios de apoyo;Servicios de mantención o reparaciones de transportes;Servicios de transporte, almacenaje y correo
78180302;Estacionamientos;78180300;Combustible para vehículos de transporte, estacionamiento y otros servicios de apoyo;Servicios de mantención o reparaciones de transportes;Servicios de transporte, almacenaje y correo
78180303;Servicios de estacionamiento de vehículos;78180300;Combustible para vehículos de transporte, estacionamiento y otros servicios de apoyo;Servicios de mantención o reparaciones de transportes;Servicios de transporte, almacenaje y correo
80101501;Asesorías para creación de empresas;80101500;Servicios de consultoría en gestión de empresas;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101502;Asesorías para fusiones empresariales;80101500;Servicios de consultoría en gestión de empresas;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101503;Asesorías para venta de empresas;80101500;Servicios de consultoría en gestión de empresas;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101504;Asesorías en planificación estratégica;80101500;Servicios de consultoría en gestión de empresas;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101505;Asesorías en gestión estratégica;80101500;Servicios de consultoría en gestión de empresas;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101506;Asesorías en diseño organizacional;80101500;Servicios de consultoría en gestión de empresas;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101507;Asesorías Informáticas;80101500;Servicios de consultoría en gestión de empresas;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101508;Asesorías en inteligencia de negocios;80101500;Servicios de consultoría en gestión de empresas;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101601;Estudios de factibilidad;80101600;Gestión de proyectos;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101602;Estudios para localización de proyectos;80101600;Gestión de proyectos;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101603;Evaluación económica o financiera de proyectos;80101600;Gestión de proyectos;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101604;Asesorías en gestión de proyectos;80101600;Gestión de proyectos;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101701;Servicios de administración de fábricas;80101700;Gestión industrial;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101702;Estudios de productividad y eficacia;80101700;Gestión industrial;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101703;Consultorías para estandarización de especificaciones;80101700;Gestión industrial;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101704;Análisis de cadena de suministro y servicios de reingeniería;80101700;Gestión industrial;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101705;Servicios de cooperativa o consorcio;80101700;Gestión industrial;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101706;Servicios y consultorías en compras y abastecimiento;80101700;Gestión industrial;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101707;Servicios de lobby;80101700;Gestión industrial;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101901;Otras evaluaciones (Gestión y diseño institucional);80101900;Evaluación de Programas;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80101902;Evaluación de resultados (Impacto);80101900;Evaluación de Programas;Consultorías o asesorías en gestión empresarial;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111501;Consultorías en desarrollo gerencial;80111500;Consultorías para el desarrollo de recursos humanos;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111502;Planificación de compensaciones o beneficios;80111500;Consultorías para el desarrollo de recursos humanos;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111503;Relaciones laborales y sindicales;80111500;Consultorías para el desarrollo de recursos humanos;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111504;Formación, capacitación y entrenamiento de personal;80111500;Consultorías para el desarrollo de recursos humanos;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111505;Análisis de productividad de recursos humanos;80111500;Consultorías para el desarrollo de recursos humanos;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111506;Estudios y programas de reubicación de personal;80111500;Consultorías para el desarrollo de recursos humanos;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111507;Agencias de empleo y head hunters;80111500;Consultorías para el desarrollo de recursos humanos;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111508;Programas de reconocimientos laboral;80111500;Consultorías para el desarrollo de recursos humanos;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111601;Personal administrativo temporal;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111602;Personal temporal de marketing;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111603;Personal temporal de producción;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111604;Personal técnico temporal;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111605;Personal financiero temporal;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111606;Personal médico temporal;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111607;Personal legal temporal;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111608;Desarrolladores temporales de software;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111609;Administradores temporales de base de datos;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111610;Especialistas temporales en redes computacionales;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111611;Personal temporal para almacenes;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111612;Chóferes temporales;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111613;Mano de obra temporal;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111614;Servicios temporales de ingeniería;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111615;Operadores temporales de maquinarias;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111616;Personal temporal de servicio al cliente;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111617;Servicios temporales de arquitectura;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111618;Servicios temporales de construcción;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111619;Servicios creativos temporales;80111600;Servicios de personal temporal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111701;Servicios de contratación de personal;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111702;Servicios de comprobación de referencias o antecedentes;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111703;Servicios de evaluación de currículum vitae;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111704;Personal de marketing;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111705;Operadores de maquinarias;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111706;Asistentes administrativos;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111707;Personal técnico;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111708;Personal financiero;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111709;Personal médico;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111710;Personal jurídico;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111711;Desarrolladores de software;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111712;Especialistas de redes informáticas;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111713;Administradores de bases de datos;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111714;Choferes;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111715;Profesionales;80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111716;Especialistas en tecnología de información (TIC);80111700;Contratación de personal;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80111801;Contratistas en tecnología de información;80111800;Contratistas en tecnologías de la información;Servicios de recursos humanos;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121501;Servicios legales especializados en menores;80121500;Derecho penal;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121502;Especialistas en procedimientos de apelación;80121500;Derecho penal;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121503;Especialistas en derecho penal;80121500;Derecho penal;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121504;Servicio de defensa penal pública;80121500;Derecho penal;Servicios Legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121601;Especialistas en leyes antimonopolio y regulaciones gubernamentales;80121600;Derecho comercial;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121602;Especialistas legales en quiebras;80121600;Derecho comercial;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121603;Especialistas en derecho de empresas;80121600;Derecho comercial;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121604;Especialistas legales en patentes, marcas o derechos de autor;80121600;Derecho comercial;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121605;Servicios legales de liquidación;80121600;Derecho comercial;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121606;Especialistas legales en bienes inmuebles;80121600;Derecho comercial;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121607;Especialistas legales tributarios;80121600;Derecho comercial;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121608;Especialistas legales en fusiones y adquisiciones de empresas;80121600;Derecho comercial;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121609;Estudios legales comerciales;80121600;Derecho comercial;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121610;Servicios legales para cobranzas;80121600;Derecho comercial;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121611;Servicios jurídicos de reclamaciones de asistencia médica;80121600;Derecho comercial;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121701;Consultorías legales para malas prácticas profesionales o negligencia;80121700;Derecho civil y del trabajo;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121702;Consultorías legales para daños personales;80121700;Derecho civil y del trabajo;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121703;Especialistas legales en propiedad privada;80121700;Derecho civil y del trabajo;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121704;Especialistas legales en contratos;80121700;Derecho civil y del trabajo;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121705;Especialistas legales en derechos laborales;80121700;Derecho civil y del trabajo;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121706;Especialistas legales en empleo y código del trabajo;80121700;Derecho civil y del trabajo;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121707;Especialistas legales en conflictos laborales;80121700;Derecho civil y del trabajo;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121801;Especialistas legales en divorcio;80121800;Derecho de la familia;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121802;Especialistas legales en adopción;80121800;Derecho de la familia;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121803;Especialistas legales en inmigración y naturalización;80121800;Derecho de la familia;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80121804;Especialistas legales en tuición y custodia;80121800;Derecho de la familia;Servicios legales;Servicios profesionales, administrativos y consultorías de gestión empresarial
80131501;Arriendo de viviendas;80131500;Arriendo de propiedades o edificios;Servicios inmobiliarios;Servicios profesionales, administrativos y consultorías de gestión empresarial
80131502;Arriendo de instalaciones comerciales o industriales;80131500;Arriendo de propiedades o edificios;Servicios inmobiliarios;Servicios profesionales, administrativos y consultorías de gestión empresarial
80131503;Arriendo de tierras;80131500;Arriendo de propiedades o edificios;Servicios inmobiliarios;Servicios profesionales, administrativos y consultorías de gestión empresarial
80131601;Corredores de propiedades;80131600;Venta de propiedades o edificios;Servicios inmobiliarios;Servicios profesionales, administrativos y consultorías de gestión empresarial
80131602;Subastas inmobiliarias;80131600;Venta de propiedades o edificios;Servicios inmobiliarios;Servicios profesionales, administrativos y consultorías de gestión empresarial
80131603;Venta de terrenos residenciales;80131600;Venta de propiedades o edificios;Servicios inmobiliarios;Servicios profesionales, administrativos y consultorías de gestión empresarial
80131604;Venta de terrenos comerciales o industriales;80131600;Venta de propiedades o edificios;Servicios inmobiliarios;Servicios profesionales, administrativos y consultorías de gestión empresarial
80131605;Venta de edificios, casas, departamentos o locales;80131600;Venta de propiedades o edificios;Servicios inmobiliarios;Servicios profesionales, administrativos y consultorías de gestión empresarial
80131701;Servicios de restitución de títulos;80131700;Estudios de títulos;Servicios inmobiliarios;Servicios profesionales, administrativos y consultorías de gestión empresarial
80131702;Servicios de búsqueda de títulos;80131700;Estudios de títulos;Servicios inmobiliarios;Servicios profesionales, administrativos y consultorías de gestión empresarial
80131703;Servicios de cuentas de garantía bloqueadas;80131700;Estudios de títulos;Servicios inmobiliarios;Servicios profesionales, administrativos y consultorías de gestión empresarial
80131801;Gestión de bienes raíces;80131800;Servicios de gestión inmobiliaria;Servicios inmobiliarios;Servicios profesionales, administrativos y consultorías de gestión empresarial
80131802;Servicios de tasación inmobiliaria;80131800;Servicios de gestión inmobiliaria;Servicios inmobiliarios;Servicios profesionales, administrativos y consultorías de gestión empresarial
80131803;Servicios de listado inmobiliario;80131800;Servicios de gestión inmobiliaria;Servicios inmobiliarios;Servicios profesionales, administrativos y consultorías de gestión empresarial
80141501;Análisis de mercado;80141500;Investigación de mercado;Servicios para la comercialización y distribución;Servicios profesionales, administrativos y consultorías de gestión empresarial
80141502;Estadísticas de distribución o servicios;80141500;Investigación de mercado;Servicios para la comercialización y distribución;Servicios profesionales, administrativos y consultorías de gestión empresarial
80141503;Estimación y proyección de precios de commodities;80141500;Investigación de mercado;Servicios para la comercialización y distribución;Servicios profesionales, administrativos y consultorías de gestión empresarial
80141504;Estudios de mercado para commodities;80141500;Investigación de mercado;Servicios para la comercialización y distribución;Servicios profesionales, administrativos y consultorías de gestión empresarial
80141505;Planes de marketing;80141500;Investigación de mercado;Servicios para la comercialización y distribución;Servicios profesionales, administrativos y consultorías de gestión empresarial
80141506;Investigación de mercado usando Internet;80141500;Investigación de mercado;Servicios para la comercialización y distribución;Servicios profesionales, administrativos y consultorías de gestión empresarial
80141507;Investigación basada en el consumidor o grupos de discusión (focus groups);80141500;Investigación de mercado;Servicios para la comercialización y distribución;Servicios profesionales, administrativos y consultorías de gestión empresarial
80141508;Estudios de previsiones propietarios o sindicados;80141500;Investigación de mercado;Servicios para la comercialización y distribución;Servicios profesionales, administrativos y consultorías de gestión empresarial
80141509;Inteligencia de mercado y análisis competitivo;80141500;Investigación de mercado;Servicios para la comercialización y distribución;Servicios profesionales, administrativos y consultorías de gestión empresarial
80141510;Encuestas telefónicas para investigación de mercado;80141500;Investigación de mercado;Servicios para la comercialización y distribución;Servicios profesionales, administrativos y consultorías de gestión empresarial
80141511;Informes de investigación de mercado;80141500;Investigación de mercado;Servicios para la comercialización y distribución;Servicios profesionales, administrativos y consultorías de gestión empresarial
80141512;Encuestas en terreno para investigación de mercado;80141500;Investigación de mercado;Servicios para la comercialización y distribución;Servicios profesionales, administrativos y consultorías de gestión empresarial
80141513;Entrevistas personales para investigación de mercado;80141500;Investigación de mercado;Servicios para la comercialización y distribución;Servicios profesionales, administrativos y consultorías de gestión empresarial
